11.1.1.0
#HEADER
ET_UserInputEvents
ET_UserInputEvents



#METADATA
FieldName,Timestamp,InputEventSource,Data,StimType
DataType,Double,String,String,String
Unit,millisecond,,,Stimulus type
Description,iMotions timestamp,Input source i.e. Mouse or API,Serialized data,Type of stimulus
Category,Timestamp,InputEvent,Data,Slide
#DATA
RowNumber,Timestamp,InputEventSource,Data,StimType
1073,59813.256699999998,Mouse,Id:M;X:1122;Y:475,TestImage
1074,59837.079400000002,Mouse,Id:M;X:1122;Y:474,TestImage
1075,59869.289199999999,Mouse,Id:M;X:1122;Y:473,TestImage
1076,59901.036599999999,Mouse,Id:M;X:1123;Y:471,TestImage
1077,60013.338799999998,Mouse,Id:M;X:1123;Y:471;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
1078,60093.201200000003,Mouse,Id:M;X:1123;Y:471;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
1079,60373.039299999997,Mouse,Id:M;X:1122;Y:471,TestImage
1080,60405.315999999999,Mouse,Id:M;X:1121;Y:471,TestImage
1081,60429.127200000003,Mouse,Id:M;X:1117;Y:473,TestImage
1082,60452.895199999999,Mouse,Id:M;X:1110;Y:481,TestImage
1083,60477.199800000002,Mouse,Id:M;X:1095;Y:495,TestImage
1084,60501.007899999997,Mouse,Id:M;X:1076;Y:515,TestImage
1085,60525.317199999998,Mouse,Id:M;X:1055;Y:546,TestImage
1086,60549.124400000001,Mouse,Id:M;X:1033;Y:576,TestImage
1087,60572.958700000003,Mouse,Id:M;X:1018;Y:599,TestImage
1088,60597.236199999999,Mouse,Id:M;X:1013;Y:610,TestImage
1089,60701.345000000001,Mouse,Id:M;X:1012;Y:611,TestImage
1090,60725.308799999999,Mouse,Id:M;X:1014;Y:605,TestImage
1091,60749.355600000003,Mouse,Id:M;X:1017;Y:596,TestImage
1092,60773.034599999999,Mouse,Id:M;X:1020;Y:587,TestImage
1093,60797.338900000002,Mouse,Id:M;X:1024;Y:579,TestImage
1094,60821.184999999998,Mouse,Id:M;X:1029;Y:572,TestImage
1095,60844.954599999997,Mouse,Id:M;X:1036;Y:566,TestImage
1096,60869.258399999999,Mouse,Id:M;X:1042;Y:562,TestImage
1097,60893.067799999997,Mouse,Id:M;X:1049;Y:558,TestImage
1098,60916.907299999999,Mouse,Id:M;X:1058;Y:554,TestImage
1099,60941.198499999999,Mouse,Id:M;X:1062;Y:551,TestImage
1100,61085.024700000002,Mouse,Id:M;X:1065;Y:549;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
1101,61797.130599999997,Mouse,Id:M;X:1065;Y:549;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
1102,62790.165500000003,Keyboard,Id:K;KeyCode:160;Key:LShiftKey,TestImage
1103,63134.292200000004,Keyboard,Id:K;KeyCode:65620;Key:Shift+T,TestImage
1104,63390.428399999997,Keyboard,Id:K;KeyCode:69;Key:E,TestImage
1105,63590.712699999996,Keyboard,Id:K;KeyCode:83;Key:S,TestImage
1106,63790.394399999997,Keyboard,Id:K;KeyCode:84;Key:T,TestImage
1107,66376.116999999998,Keyboard,Id:K;KeyCode:32;Key:Space,TestImage
1108,66766.350000000006,Keyboard,Id:K;KeyCode:49;Key:D1,TestImage
1109,67462.658200000005,Keyboard,Id:K;KeyCode:13;Key:Enter,TestImage
1110,67741.101299999995,Mouse,Id:M;X:1064;Y:547,TestImage
1111,67764.907999999996,Mouse,Id:M;X:1052;Y:547,TestImage
1112,67789.212199999994,Mouse,Id:M;X:1031;Y:548,TestImage
1113,67813.055200000003,Mouse,Id:M;X:993;Y:557,TestImage
1114,67837.323799999998,Mouse,Id:M;X:961;Y:561,TestImage
1115,67861.132299999997,Mouse,Id:M;X:924;Y:562,TestImage
1116,67884.940400000007,Mouse,Id:M;X:889;Y:562,TestImage
1117,67909.289600000004,Mouse,Id:M;X:858;Y:560,TestImage
1118,67933.099199999997,Mouse,Id:M;X:832;Y:554,TestImage
1119,67956.936199999996,Mouse,Id:M;X:815;Y:544,TestImage
1120,67981.235799999995,Mouse,Id:M;X:796;Y:531,TestImage
1121,68005.024099999995,Mouse,Id:M;X:775;Y:517,TestImage
1122,68029.324299999993,Mouse,Id:M;X:764;Y:512,TestImage
1123,68189.041599999997,Mouse,Id:M;X:763;Y:512,TestImage
1124,68212.850300000006,Mouse,Id:M;X:772;Y:512,TestImage
1125,68237.180900000007,Mouse,Id:M;X:794;Y:514,TestImage
1126,68260.961899999995,Mouse,Id:M;X:817;Y:517,TestImage
1127,68285.266300000003,Mouse,Id:M;X:828;Y:518,TestImage
1128,68437.040999999997,Mouse,Id:M;X:829;Y:518;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
1129,69429.385599999994,Mouse,Id:M;X:829;Y:518;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
1130,70094.347099999999,Keyboard,Id:K;KeyCode:160;Key:LShiftKey,TestImage
1131,70605.453299999994,Keyboard,Id:K;KeyCode:65696;Key:Shift+LShiftKey,TestImage
1132,70635.710399999996,Keyboard,Id:K;KeyCode:65696;Key:Shift+LShiftKey,TestImage
1133,70666.461200000005,Keyboard,Id:K;KeyCode:65696;Key:Shift+LShiftKey,TestImage
1134,70670.430099999998,Keyboard,Id:K;KeyCode:65620;Key:Shift+T,TestImage
1135,71054.417300000001,Keyboard,Id:K;KeyCode:69;Key:E,TestImage
1136,71310.094700000001,Keyboard,Id:K;KeyCode:83;Key:S,TestImage
1137,71630.416899999997,Keyboard,Id:K;KeyCode:84;Key:T,TestImage
1138,71878.047699999996,Keyboard,Id:K;KeyCode:32;Key:Space,TestImage
1139,72278.157600000006,Keyboard,Id:K;KeyCode:50;Key:D2,TestImage
1140,72709.268800000005,Mouse,Id:M;X:832;Y:518,TestImage
1141,72733.077799999999,Mouse,Id:M;X:843;Y:524,TestImage
1142,72757.381099999999,Mouse,Id:M;X:852;Y:526,TestImage
1143,72781.190600000002,Mouse,Id:M;X:866;Y:527,TestImage
1144,72804.997700000007,Mouse,Id:M;X:879;Y:527,TestImage
1145,72829.325400000002,Mouse,Id:M;X:887;Y:527,TestImage
1146,72853.110400000005,Mouse,Id:M;X:898;Y:524,TestImage
1147,72876.945999999996,Mouse,Id:M;X:906;Y:521,TestImage
1148,72901.260999999999,Mouse,Id:M;X:909;Y:519,TestImage
1149,72926.086800000005,Mouse,Id:M;X:910;Y:518,TestImage
1150,72949.386400000003,Mouse,Id:M;X:912;Y:515,TestImage
1151,72973.195200000002,Mouse,Id:M;X:916;Y:513,TestImage
1152,72997.001099999994,Mouse,Id:M;X:917;Y:509,TestImage
1153,73125.270199999999,Mouse,Id:M;X:917;Y:507,TestImage
1154,73157.018299999996,Mouse,Id:M;X:917;Y:507,TestImage
1155,73181.317999999999,Mouse,Id:M;X:914;Y:507,TestImage
1156,73205.126999999993,Mouse,Id:M;X:913;Y:507,TestImage
1157,73228.962299999999,Mouse,Id:M;X:910;Y:507,TestImage
1158,73261.200800000006,Mouse,Id:M;X:905;Y:508,TestImage
1159,73284.982099999994,Mouse,Id:M;X:903;Y:508,TestImage
1160,73597.471099999995,Mouse,Id:M;X:902;Y:509;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
1161,73685.934399999998,Mouse,Id:M;X:902;Y:509;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
1162,73773.327600000004,Mouse,Id:M;X:901;Y:509,TestImage
1163,73797.295100000003,Mouse,Id:M;X:904;Y:524,TestImage
1164,73821.122600000002,Mouse,Id:M;X:913;Y:548,TestImage
1165,73844.929199999999,Mouse,Id:M;X:919;Y:570,TestImage
1166,73869.232300000003,Mouse,Id:M;X:921;Y:586,TestImage
1167,73893.042600000001,Mouse,Id:M;X:922;Y:596,TestImage
1168,73917.868300000002,Mouse,Id:M;X:923;Y:604,TestImage
1169,73941.152400000006,Mouse,Id:M;X:923;Y:614,TestImage
1170,73964.960900000005,Mouse,Id:M;X:923;Y:624,TestImage
1171,73989.293699999995,Mouse,Id:M;X:926;Y:630,TestImage
1172,74013.1299,Mouse,Id:M;X:927;Y:633,TestImage
1173,74069.345799999996,Mouse,Id:M;X:928;Y:633,TestImage
1174,74261.049100000004,Mouse,Id:M;X:928;Y:633;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
1175,74597.137600000002,Mouse,Id:M;X:928;Y:633,TestImage
1176,75205.295899999997,Mouse,Id:M;X:929;Y:633,TestImage
1177,75229.103799999997,Mouse,Id:M;X:929;Y:633;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
1178,75261.343900000007,Mouse,Id:M;X:928;Y:633,TestImage
1179,75285.185299999997,Mouse,Id:M;X:907;Y:626,TestImage
1180,75308.993799999997,Mouse,Id:M;X:883;Y:618,TestImage
1181,75333.297699999996,Mouse,Id:M;X:852;Y:600,TestImage
1182,75357.135899999994,Mouse,Id:M;X:834;Y:586,TestImage
1183,75380.939599999998,Mouse,Id:M;X:821;Y:571,TestImage
1184,75405.221000000005,Mouse,Id:M;X:816;Y:562,TestImage
1185,75429.054099999994,Mouse,Id:M;X:814;Y:556,TestImage
1186,75453.329400000002,Mouse,Id:M;X:813;Y:552,TestImage
1187,75477.231799999994,Mouse,Id:M;X:811;Y:549,TestImage
1188,75501.070800000001,Mouse,Id:M;X:811;Y:547,TestImage
1189,75525.344299999997,Mouse,Id:M;X:811;Y:543,TestImage
1190,75549.151599999997,Mouse,Id:M;X:811;Y:539,TestImage
1191,75572.960200000001,Mouse,Id:M;X:811;Y:537,TestImage
1192,75597.263999999996,Mouse,Id:M;X:812;Y:534,TestImage
1193,75621.072100000005,Mouse,Id:M;X:814;Y:531,TestImage
1194,75644.916700000002,Mouse,Id:M;X:814;Y:530,TestImage
1195,75669.221399999995,Mouse,Id:M;X:817;Y:527,TestImage
1196,75693.030599999998,Mouse,Id:M;X:818;Y:523,TestImage
1197,75717.334000000003,Mouse,Id:M;X:819;Y:521,TestImage
1198,75757.082200000004,Mouse,Id:M;X:819;Y:521,TestImage
1199,75789.323199999999,Mouse,Id:M;X:820;Y:519,TestImage
1200,75829.003100000002,Mouse,Id:M;X:820;Y:519,TestImage
1201,75885.164399999994,Mouse,Id:M;X:821;Y:518,TestImage
1202,75965.136299999998,Mouse,Id:M;X:822;Y:518;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
1203,76029.143299999996,Mouse,Id:M;X:822;Y:518;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
1204,76085.193400000004,Mouse,Id:M;X:822;Y:517,TestImage
1205,76109.004199999996,Mouse,Id:M;X:820;Y:517,TestImage
1206,76133.279800000004,Mouse,Id:M;X:819;Y:518,TestImage
1207,76189.114600000001,Mouse,Id:M;X:818;Y:519,TestImage
1208,76212.9277,Mouse,Id:M;X:818;Y:521,TestImage
1209,76237.226599999995,Mouse,Id:M;X:818;Y:523,TestImage
1210,76285.386700000003,Mouse,Id:M;X:820;Y:526,TestImage
1211,76750.557199999996,Keyboard,Id:K;KeyCode:160;Key:LShiftKey,TestImage
1212,77222.046799999996,Keyboard,Id:K;KeyCode:65612;Key:Shift+L,TestImage
1213,77486.331600000005,Keyboard,Id:K;KeyCode:69;Key:E,TestImage
1214,77725.834199999998,Keyboard,Id:K;KeyCode:65;Key:A,TestImage
1215,78006.223100000003,Keyboard,Id:K;KeyCode:68;Key:D,TestImage
1216,78257.514299999995,Keyboard,Id:K;KeyCode:83;Key:S,TestImage
1217,78486.193599999999,Keyboard,Id:K;KeyCode:32;Key:Space,TestImage
1218,78662.120200000005,Keyboard,Id:K;KeyCode:84;Key:T,TestImage
1219,78958.306800000006,Keyboard,Id:K;KeyCode:79;Key:O,TestImage
1220,79254.351999999999,Keyboard,Id:K;KeyCode:13;Key:Enter,TestImage
1221,80117.088399999993,Mouse,Id:M;X:821;Y:526,TestImage
1222,80181.072799999994,Mouse,Id:M;X:821;Y:526,TestImage
1223,80205.376300000004,Mouse,Id:M;X:824;Y:526,TestImage
1224,80229.184699999998,Mouse,Id:M;X:828;Y:526,TestImage
1225,80277.337599999999,Mouse,Id:M;X:829;Y:525,TestImage
1226,80317.243000000002,Mouse,Id:M;X:830;Y:524,TestImage
1227,80341.253800000006,Mouse,Id:M;X:830;Y:523,TestImage
1228,80468.979699999996,Mouse,Id:M;X:830;Y:523;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
1229,81301.170299999998,Mouse,Id:M;X:830;Y:523;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
1230,81405.366800000003,Mouse,Id:M;X:833;Y:522,TestImage
1231,81429.144499999995,Mouse,Id:M;X:874;Y:522,TestImage
1232,81452.977499999994,Mouse,Id:M;X:924;Y:527,TestImage
1233,81477.255699999994,Mouse,Id:M;X:962;Y:532,TestImage
1234,81501.064400000003,Mouse,Id:M;X:994;Y:533,TestImage
1235,81525.368100000007,Mouse,Id:M;X:1013;Y:536,TestImage
1236,81549.176000000007,Mouse,Id:M;X:1018;Y:537,TestImage
1237,81573.005999999994,Mouse,Id:M;X:1021;Y:537,TestImage
1238,81636.994699999996,Mouse,Id:M;X:1022;Y:537,TestImage
1239,81661.296100000007,Mouse,Id:M;X:1022;Y:537,TestImage
1240,81685.105599999995,Mouse,Id:M;X:1028;Y:537,TestImage
1241,81709.061799999996,Mouse,Id:M;X:1034;Y:537,TestImage
1242,81733.366200000004,Mouse,Id:M;X:1043;Y:539,TestImage
1243,81757.175199999998,Mouse,Id:M;X:1060;Y:546,TestImage
1244,81780.982399999994,Mouse,Id:M;X:1073;Y:550,TestImage
1245,81829.094299999997,Mouse,Id:M;X:1075;Y:551,TestImage
1246,82021.3704,Mouse,Id:M;X:1075;Y:551,TestImage
1247,82061.050799999997,Mouse,Id:M;X:1072;Y:551,TestImage
1248,82084.858099999998,Mouse,Id:M;X:1068;Y:551,TestImage
1249,82109.163700000005,Mouse,Id:M;X:1066;Y:551,TestImage
1250,82132.970799999996,Mouse,Id:M;X:1063;Y:550,TestImage
1251,82157.274300000005,Mouse,Id:M;X:1061;Y:549,TestImage
1252,82309.3649,Mouse,Id:M;X:1061;Y:549;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
1253,82397.017099999997,Mouse,Id:M;X:1061;Y:549;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
1254,82861.357900000003,Mouse,Id:M;X:1060;Y:549,TestImage
1255,82885.649300000005,Mouse,Id:M;X:1060;Y:549,TestImage
1256,82908.960200000001,Mouse,Id:M;X:1060;Y:551,TestImage
1257,82941.233699999997,Mouse,Id:M;X:1060;Y:553,TestImage
1258,82980.942299999995,Mouse,Id:M;X:1060;Y:554,TestImage
1259,83005.218699999998,Mouse,Id:M;X:1060;Y:555,TestImage
1260,83036.9856,Mouse,Id:M;X:1060;Y:556,TestImage
1261,83061.266699999993,Mouse,Id:M;X:1058;Y:558,TestImage
1262,83093.0533,Mouse,Id:M;X:1058;Y:558,TestImage
1263,83117.375700000004,Mouse,Id:M;X:1058;Y:559,TestImage
1264,83141.183799999999,Mouse,Id:M;X:1058;Y:559,TestImage
1265,84798.1927,Keyboard,Id:K;KeyCode:76;Key:L,TestImage
1266,84957.785900000003,Keyboard,Id:K;KeyCode:69;Key:E,TestImage
1267,85214.290599999993,Keyboard,Id:K;KeyCode:65;Key:A,TestImage
1268,85574.352700000003,Keyboard,Id:K;KeyCode:68;Key:D,TestImage
1269,85838.563099999999,Keyboard,Id:K;KeyCode:83;Key:S,TestImage
1270,86102.435100000002,Keyboard,Id:K;KeyCode:32;Key:Space,TestImage
1271,86414.254199999996,Keyboard,Id:K;KeyCode:84;Key:T,TestImage
1272,86726.405499999993,Keyboard,Id:K;KeyCode:79;Key:O,TestImage
1273,87748.976200000005,Mouse,Id:M;X:1058;Y:560,TestImage
1274,87773.316000000006,Mouse,Id:M;X:1053;Y:557,TestImage
1275,87797.088099999994,Mouse,Id:M;X:1047;Y:554,TestImage
1276,87821.392099999997,Mouse,Id:M;X:1032;Y:545,TestImage
1277,87845.267699999997,Mouse,Id:M;X:1024;Y:539,TestImage
1278,87869.036399999997,Mouse,Id:M;X:1017;Y:532,TestImage
1279,87893.405799999993,Mouse,Id:M;X:1009;Y:524,TestImage
1280,87917.1492,Mouse,Id:M;X:1000;Y:517,TestImage
1281,87940.957500000004,Mouse,Id:M;X:996;Y:513,TestImage
1282,87965.262900000002,Mouse,Id:M;X:992;Y:509,TestImage
1283,88076.955900000001,Mouse,Id:M;X:990;Y:506,TestImage
1284,88149.372199999998,Mouse,Id:M;X:991;Y:506,TestImage
1285,88173.179999999993,Mouse,Id:M;X:997;Y:513,TestImage
1286,88196.988599999997,Mouse,Id:M;X:1009;Y:519,TestImage
1287,88221.291299999997,Mouse,Id:M;X:1015;Y:521,TestImage
1288,88541.093599999993,Mouse,Id:M;X:1017;Y:522,TestImage
1289,89069.192800000004,Mouse,Id:M;X:1017;Y:522;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
1290,89181.288799999995,Mouse,Id:M;X:1017;Y:522;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
1291,89588.944399999993,Mouse,Id:M;X:1016;Y:523,TestImage
1292,89613.276599999997,Mouse,Id:M;X:1009;Y:533,TestImage
1293,89637.418600000005,Mouse,Id:M;X:998;Y:545,TestImage
1294,89661.104999999996,Mouse,Id:M;X:990;Y:557,TestImage
1295,89684.9087,Mouse,Id:M;X:982;Y:567,TestImage
1296,89709.213099999994,Mouse,Id:M;X:974;Y:574,TestImage
1297,89733.020300000004,Mouse,Id:M;X:963;Y:587,TestImage
1298,89757.325200000007,Mouse,Id:M;X:956;Y:600,TestImage
1299,89781.164099999995,Mouse,Id:M;X:950;Y:609,TestImage
1300,89804.942299999995,Mouse,Id:M;X:945;Y:614,TestImage
1301,89829.246400000004,Mouse,Id:M;X:943;Y:616,TestImage
1302,89860.994200000001,Mouse,Id:M;X:942;Y:618,TestImage
1303,89932.986600000004,Mouse,Id:M;X:941;Y:619,TestImage
1304,89956.9905,Mouse,Id:M;X:941;Y:620,TestImage
1305,89981.425000000003,Mouse,Id:M;X:941;Y:626,TestImage
1306,90005.232600000003,Mouse,Id:M;X:941;Y:628,TestImage
1307,90077.152900000001,Mouse,Id:M;X:942;Y:629,TestImage
1308,90389.162599999996,Mouse,Id:M;X:942;Y:629,TestImage
1309,90797.285300000003,Mouse,Id:M;X:942;Y:631,TestImage
1310,90821.092699999994,Mouse,Id:M;X:943;Y:633,TestImage
1311,90853.075800000006,Mouse,Id:M;X:944;Y:634,TestImage
1312,90877.144400000005,Mouse,Id:M;X:944;Y:635,TestImage
1313,90917.494999999995,Mouse,Id:M;X:945;Y:636,TestImage
1314,91413.326000000001,Mouse,Id:M;X:945;Y:640,TestImage
1315,91437.633100000006,Mouse,Id:M;X:944;Y:667,TestImage
1316,91460.916899999997,Mouse,Id:M;X:939;Y:690,TestImage
1317,91485.2212,Mouse,Id:M;X:937;Y:711,TestImage
1318,91509.099799999996,Mouse,Id:M;X:936;Y:731,TestImage
1319,91536.100000000006,Mouse,Id:M;X:939;Y:753,TestImage
1320,91556.931400000001,Mouse,Id:M;X:940;Y:771,TestImage
1321,91581.263600000006,Mouse,Id:M;X:944;Y:793,TestImage
1322,91605.2215,Mouse,Id:M;X:947;Y:805,TestImage
1323,91629.093800000002,Mouse,Id:M;X:950;Y:810,TestImage
1324,91677.229600000006,Mouse,Id:M;X:951;Y:811,TestImage
1325,91717.406499999997,Mouse,Id:M;X:952;Y:811,TestImage
1326,91861.524799999999,Mouse,Id:M;X:955;Y:809,TestImage
1327,91917.076199999996,Mouse,Id:M;X:963;Y:806,TestImage
1328,91949.342099999994,Mouse,Id:M;X:963;Y:804,TestImage
1329,92413.245899999994,Mouse,Id:M;X:964;Y:802,TestImage
1330,92437.114600000001,Mouse,Id:M;X:982;Y:800,TestImage
1331,92461.027600000001,Mouse,Id:M;X:1022;Y:799,TestImage
1332,92485.313399999999,Mouse,Id:M;X:1067;Y:799,TestImage
1333,92509.153699999995,Mouse,Id:M;X:1111;Y:797,TestImage
1334,92532.966100000005,Mouse,Id:M;X:1146;Y:792,TestImage
1335,92557.290399999998,Mouse,Id:M;X:1169;Y:789,TestImage
1336,92581.100000000006,Mouse,Id:M;X:1176;Y:787,TestImage
1337,92613.338799999998,Mouse,Id:M;X:1178;Y:787,TestImage
1338,92829.334600000002,Mouse,Id:M;X:1178;Y:787,TestImage
1339,92853.142999999996,Mouse,Id:M;X:1195;Y:788,TestImage
1340,92876.950500000006,Mouse,Id:M;X:1223;Y:795,TestImage
1341,92901.2981,Mouse,Id:M;X:1262;Y:804,TestImage
1342,92925.0864,Mouse,Id:M;X:1299;Y:812,TestImage
1343,92949.366999999998,Mouse,Id:M;X:1337;Y:816,TestImage
1344,92973.175499999998,Mouse,Id:M;X:1355;Y:820,TestImage
1345,92996.986699999994,Mouse,Id:M;X:1361;Y:821,TestImage
1346,93077.335000000006,Mouse,Id:M;X:1361;Y:821;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
1347,93117.015199999994,Mouse,Id:M;X:1361;Y:821;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
1348,93197.454599999997,Mouse,Id:M;X:1361;Y:821;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
1349,93293.321299999996,Mouse,Id:M;X:1360;Y:823,TestImage
1350,93319.113100000002,Mouse,Id:M;X:1346;Y:829,TestImage
1351,93340.937099999996,Mouse,Id:M;X:1327;Y:839,TestImage
1352,93365.254300000001,Mouse,Id:M;X:1295;Y:851,TestImage
1353,93389.314599999998,Mouse,Id:M;X:1251;Y:853,TestImage
1354,93413.366299999994,Mouse,Id:M;X:1203;Y:849,TestImage
1355,93437.275299999994,Mouse,Id:M;X:1125;Y:832,TestImage
1356,93461.111099999995,Mouse,Id:M;X:1091;Y:818,TestImage
1357,93485.366099999999,Mouse,Id:M;X:1069;Y:800,TestImage
1358,93509.174700000003,Mouse,Id:M;X:1059;Y:773,TestImage
1359,93532.982600000003,Mouse,Id:M;X:1055;Y:752,TestImage
1360,93557.784,Mouse,Id:M;X:1055;Y:737,TestImage
1361,93581.116699999999,Mouse,Id:M;X:1057;Y:724,TestImage
1362,93605.412700000001,Mouse,Id:M;X:1062;Y:711,TestImage
1363,93629.372099999993,Mouse,Id:M;X:1069;Y:701,TestImage
1364,93653.316099999996,Mouse,Id:M;X:1071;Y:699,TestImage
1365,93837.104399999997,Mouse,Id:M;X:1071;Y:699;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
1366,93901.116500000004,Mouse,Id:M;X:1071;Y:699;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
1367,93941.293000000005,Mouse,Id:M;X:1071;Y:699,TestImage
1368,93965.073000000004,Mouse,Id:M;X:1063;Y:701,TestImage
1369,93988.880699999994,Mouse,Id:M;X:1051;Y:710,TestImage
1370,94013.186300000001,Mouse,Id:M;X:1042;Y:717,TestImage
1371,94036.992800000007,Mouse,Id:M;X:1037;Y:724,TestImage
1372,94061.309299999994,Mouse,Id:M;X:1033;Y:734,TestImage
1373,94085.105200000005,Mouse,Id:M;X:1028;Y:742,TestImage
1374,94109.484700000001,Mouse,Id:M;X:1026;Y:746,TestImage
1375,94133.326300000001,Mouse,Id:M;X:1025;Y:750,TestImage
1376,94157.100300000006,Mouse,Id:M;X:1024;Y:753,TestImage
1377,94181.402300000002,Mouse,Id:M;X:1023;Y:754,TestImage
1378,94205.345300000001,Mouse,Id:M;X:1022;Y:756,TestImage
1379,94229.152600000001,Mouse,Id:M;X:1022;Y:757,TestImage
1380,94260.896500000003,Mouse,Id:M;X:1021;Y:759,TestImage
1381,95821.145900000003,Mouse,Id:M;X:1021;Y:758,TestImage
1382,95845.361099999995,Mouse,Id:M;X:1024;Y:755,TestImage
1383,95869.184299999994,Mouse,Id:M;X:1030;Y:751,TestImage
1384,95892.954500000007,Mouse,Id:M;X:1041;Y:746,TestImage
1385,95917.284100000004,Mouse,Id:M;X:1048;Y:742,TestImage
1386,95941.095000000001,Mouse,Id:M;X:1052;Y:740,TestImage
1387,95964.878800000006,Mouse,Id:M;X:1054;Y:738,TestImage
1388,95989.182199999996,Mouse,Id:M;X:1056;Y:736,TestImage
1389,96029.142099999997,Mouse,Id:M;X:1057;Y:735,TestImage
1390,96165.239600000001,Mouse,Id:M;X:1057;Y:735;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
1391,96269.180300000007,Mouse,Id:M;X:1057;Y:735;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
1392,96621.084400000007,Mouse,Id:M;X:1056;Y:735,TestImage
1393,96645.359899999996,Mouse,Id:M;X:1042;Y:739,TestImage
1394,96669.225200000001,Mouse,Id:M;X:1028;Y:752,TestImage
1395,96693.036999999997,Mouse,Id:M;X:1010;Y:773,TestImage
1396,96717.340899999996,Mouse,Id:M;X:997;Y:789,TestImage
1397,96741.149000000005,Mouse,Id:M;X:985;Y:804,TestImage
1398,96764.988400000002,Mouse,Id:M;X:980;Y:811,TestImage
1399,96789.260999999999,Mouse,Id:M;X:977;Y:820,TestImage
1400,96813.069099999993,Mouse,Id:M;X:975;Y:826,TestImage
1401,96836.905400000003,Mouse,Id:M;X:973;Y:828,TestImage
1402,96861.180900000007,Mouse,Id:M;X:971;Y:833,TestImage
1403,96885.051099999997,Mouse,Id:M;X:970;Y:840,TestImage
1404,96909.325500000006,Mouse,Id:M;X:965;Y:850,TestImage
1405,96933.203099999999,Mouse,Id:M;X:961;Y:858,TestImage
1406,96957.016399999993,Mouse,Id:M;X:958;Y:864,TestImage
1407,98285.490399999995,Mouse,Id:M;X:957;Y:866;MouseEvent:WM_LBUTTONDOWN;ScrollDelta:0;Button:0,TestImage
1408,98413.396500000003,Mouse,Id:M;X:957;Y:866;MouseEvent:WM_LBUTTONUP;ScrollDelta:0;Button:0,TestImage
1409,100101.1627,Mouse,Id:M;X:957;Y:866,TestImage
1410,100125.07739999999,Mouse,Id:M;X:959;Y:865,TestImage
1411,100149.3809,Mouse,Id:M;X:963;Y:862,TestImage
1412,100173.1915,Mouse,Id:M;X:970;Y:857,TestImage
1413,100202.10950000001,Mouse,Id:M;X:979;Y:852,TestImage
1414,100229.3861,Mouse,Id:M;X:997;Y:840,TestImage
1415,100253.21950000001,Mouse,Id:M;X:1009;Y:831,TestImage
1416,100277.04240000001,Mouse,Id:M;X:1025;Y:821,TestImage
1417,100301.31879999999,Mouse,Id:M;X:1037;Y:816,TestImage
1418,100325.1274,Mouse,Id:M;X:1046;Y:813,TestImage
1419,100348.9633,Mouse,Id:M;X:1049;Y:811,TestImage
1420,100373.2623,Mouse,Id:M;X:1051;Y:810,TestImage
1421,100397.0463,Mouse,Id:M;X:1054;Y:809,TestImage
1422,100789.3229,Mouse,Id:M;X:1054;Y:808;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
1423,100837.4074,Mouse,Id:M;X:1054;Y:808;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
1424,100893.1718,Mouse,Id:M;X:1054;Y:808;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:-120;Button:0,TestImage
1425,101349.2326,Mouse,Id:M;X:1054;Y:808;MouseEvent:WM_MOUSEWHEEL;ScrollDelta:120;Button:0,TestImage
